"insee_2017","bati","parc","cons","mais","app","pro","div","loc","dens"
"76180",2257,35459,35459,17,0,0,0,17,4.79431
"76181",2863,40774,40774,4,0,1,0,5,1.22627
"76182",3139,35469,35469,11,0,1,0,12,3.38319
"76183",5994,84013,69611,37,3,7,0,47,6.75181
"76184",121,1702,1702,1,0,1,0,2,11.7526
"76185",547,7066,7066,5,0,0,0,5,7.07611
"76186",7017,97969,82120,29,0,6,0,35,4.26206
"76187",316,2824,2824,2,0,0,0,2,7.08332
"76188",3172,43679,43679,32,0,1,0,33,7.55514
"76189",2012,17319,17319,11,0,0,0,11,6.35134
"76190",503,6603,6603,4,0,0,0,4,6.05744
"76191",3762,73695,56677,26,0,0,0,26,4.58743
"76192",26720,224339,220761,186,190,13,0,389,17.6209
"76193",2450,56772,42074,20,0,0,0,20,4.75356
"76194",378,3222,3222,4,0,0,0,4,12.4162
"76195",1511,25968,25968,16,0,0,0,16,6.16137
"76196",25648,206280,178251,107,85,11,1,204,11.4445
"76197",2656,65252,65252,22,1,7,0,30,4.59757
"76198",6871,112372,112372,53,0,3,0,56,4.98343
"76199",6258,117775,83969,41,0,1,0,42,5.00185
"76200",1901,19617,19617,17,0,0,0,17,8.66592
"76201",2471,50099,24867,22,12,0,0,34,13.6728
"76202",3182,43720,43720,31,0,0,0,31,7.09056
"76203",3648,41511,41511,36,0,0,0,36,8.67241
"76204",1761,30466,29385,18,0,0,0,18,6.12557
"76205",10135,49963,49963,7,0,7,0,14,2.80209
"76206",2571,47279,41633,19,0,0,0,19,4.56371
"76207",853,20536,13749,7,0,0,0,7,5.09111
"76208",7405,151769,102941,48,6,0,0,54,5.24572
"76209",4045,80575,60665,33,0,1,0,34,5.60452
"76210",2586,22118,22118,19,0,0,0,19,8.59043
"76211",1199,31530,19899,6,0,1,0,7,3.51775
"76212",40068,159576,159576,101,389,21,0,511,32.0224
"76213",1759,18478,18478,12,0,0,0,12,6.49405
"76214",1854,25940,25940,16,0,0,0,16,6.16803
"76216",25559,79196,74366,38,466,19,3,526,70.7315
"76217",75596,371057,329144,238,845,74,3,1160,35.243
"76218",255,2205,2205,1,0,0,0,1,4.5342
"76219",16016,236158,182353,80,46,11,0,137,7.5129
"76220",3104,53643,53079,26,0,0,0,26,4.89834
"76221",2694,62144,51496,18,0,0,0,18,3.49544
"76222",19178,155419,146197,121,78,9,0,208,14.2274
"76223",3416,37547,35132,31,0,0,0,31,8.82374
"76224",6532,114273,69117,34,0,2,0,36,5.20856
"76225",1321,16055,16055,8,0,1,0,9,5.60563
"76226",2259,28151,28151,18,0,0,0,18,6.39417
"76227",5738,88954,88954,45,0,3,0,48,5.39605
"76228",1731,16355,16355,14,0,0,0,14,8.5602
"76229",2554,37217,37217,21,0,0,0,21,5.64253
"76230",4537,74718,69332,33,6,0,0,39,5.62515
"76231",49858,207951,194936,242,818,20,0,1080,55.4027
"76232",3570,40117,40117,38,6,1,0,45,11.2171
"76233",794,20261,13565,7,0,0,0,7,5.16046
"76234",2494,42544,39956,23,0,0,0,23,5.75633
"76235",9689,114439,101563,60,29,5,0,94,9.25536
"76236",822,18047,18047,9,0,0,0,9,4.98688
"76237",3184,30587,29725,24,0,0,0,24,8.07405
"76238",14220,147696,118205,40,2,18,0,60,5.07595
"76239",4772,369213,49484,22,0,2,0,24,4.8501
"76240",24458,205041,205041,61,0,8,0,69,3.36518
"76241",368,7409,7409,2,0,0,0,2,2.69943
"76242",670,17750,17750,5,0,0,0,5,2.8169
"76243",2929,41860,41860,25,0,1,0,26,6.21113
"76244",3263,56726,42605,27,0,1,0,28,6.57203
"76245",17984,139634,125341,69,1,21,0,91,7.26018
"76247",4699,114409,50171,30,0,2,0,32,6.37817
"76249",8213,103770,103036,76,0,2,0,78,7.57014
"76250",5982,140041,89107,38,3,0,0,41,4.60122
"76251",2180,62348,39779,16,0,0,0,16,4.02221
"76252",12498,98104,98104,43,2,13,0,58,5.91209
"76253",7780,133984,103320,59,12,1,0,72,6.96867
"76254",1743,37435,19250,7,3,1,0,11,5.71433
"76255",42483,243464,197640,114,98,34,0,246,12.4469
"76257",1126,19736,19736,11,0,0,0,11,5.5735
"76258",32091,422462,334063,183,102,9,0,294,8.80074
"76259",81072,384634,357163,184,610,94,4,892,24.9746
"76260",11435,81583,81583,52,11,9,1,73,8.9479
"76261",3423,99493,62978,27,1,0,0,28,4.446
"76262",701,17860,17860,5,0,0,0,5,2.79958
"76263",8651,176757,126332,54,0,6,0,60,4.74938
"76264",2366,24966,24966,15,0,1,0,16,6.40874
"76265",513,16368,9750,3,0,0,0,3,3.07684
"76266",9378,60525,46784,56,0,3,0,59,12.6112
"76268",627,13857,13857,4,0,0,0,4,2.88657
"76269",1394,16017,16017,12,0,0,0,12,7.49226
"76270",11130,101600,101600,70,3,0,0,73,7.18504
"76271",8594,83253,83253,86,0,1,0,87,10.4501
"76272",1321,12761,12761,12,0,0,0,12,9.40393
"76273",1803,16994,16994,13,0,0,0,13,7.64972
"76274",195,1619,1619,1,0,0,0,1,6.17691
"76275",3542,33830,28461,21,0,0,0,21,7.37848
"76276",25144,271107,237151,88,128,21,1,238,10.0358
"76278",3699,41889,34850,7,10,8,0,25,7.1736
"76279",1881,40775,40775,10,0,4,0,14,3.43344
"76280",327,7500,6363,3,0,0,0,3,4.71477
"76281",21923,200605,186071,138,20,7,0,165,8.86759
"76282",1681,30307,26396,15,0,0,0,15,5.68258
"76283",2685,111880,42667,19,0,1,0,20,4.68747
"76284",3143,37077,37077,26,0,0,0,26,7.01251
"76285",5588,62159,62159,41,0,0,0,41,6.59602
"76286",6733,217216,75311,35,0,2,0,37,4.91297
"76287",5859,69358,69358,43,0,0,0,43,6.19968
"76288",2229,47342,33326,21,0,0,0,21,6.3014
"76289",11701,159768,151752,102,4,8,1,115,7.57814
"76290",2604,47148,47148,17,0,1,0,18,3.8178
"76291",5105,49512,49512,33,5,3,0,41,8.28086
"76292",1251,18325,18325,9,0,1,0,10,5.45701
"76293",1385,22984,22984,12,0,0,0,12,5.22092
"76294",1339,29164,29164,12,0,1,0,13,4.45762
"76295",6027,65761,46169,33,3,9,0,45,9.7467
"76296",24044,161139,159682,146,0,11,0,157,9.83206
"76297",1114,17675,17676,10,0,0,0,10,5.65755
"76298",2768,34138,34138,25,0,1,0,26,7.61626
"76299",3821,51823,48957,32,0,1,0,33,6.74065
"76300",4035,29532,29532,17,0,1,0,18,6.09505
"76302",16582,118947,118947,72,133,8,0,213,17.9071
"76303",4482,43740,43740,25,0,2,0,27,6.17278
"76304",3230,85876,52479,17,0,0,0,17,3.23939
"76305",166067,2311540,1044421,144,141,81,14,380,3.63838
"76306",1222,17969,17969,12,0,0,0,12,6.67822
"76307",5302,59257,56121,21,31,4,0,56,9.97848
"76308",5661,91707,91707,44,0,0,0,44,4.79787
"76309",230,2268,2268,2,0,0,0,2,8.81779
"76311",925,29425,14191,8,0,0,0,8,5.63734
"76312",39174,269188,269188,224,121,26,0,371,13.7822
"76313",4754,50446,50446,29,11,0,0,40,7.92934
"76314",4827,60352,60352,34,0,0,0,34,5.63363
"76315",6455,81247,68011,50,7,0,0,57,8.38105
"76316",1179,111959,13110,10,0,0,0,10,7.62794
"76317",2361,69910,69910,18,0,2,0,20,2.86084
"76318",2954,57175,38174,18,0,0,0,18,4.71529
"76319",90361,462333,428529,297,54,41,0,392,9.14757
"76320",1969,28906,25874,18,9,0,0,27,10.4351
"76321",7904,114224,84727,39,5,8,0,52,6.13738
"76322",200151,766402,688755,163,407,81,2,653,9.48088
"76323",1295,22831,22831,13,0,0,0,13,5.6939
"76324",5702,33384,33384,36,0,3,0,39,11.6822
"76325",2222,39751,37782,14,0,1,0,15,3.97015
"76327",2914,30498,30498,22,0,0,0,22,7.21365
"76328",3047,117856,75714,22,0,3,0,25,3.30188
"76329",41738,224030,205205,203,57,22,0,282,13.7424
"76330",5883,79015,72567,33,0,2,0,35,4.82313
"76331",2758,37121,30862,28,0,0,0,28,9.07272
"76332",4407,37492,37492,42,0,0,0,42,11.2024
"76333",3324,32258,32258,25,2,1,0,28,8.67994
"76334",3057,44313,35699,18,2,4,1,25,7.00306
"76335",830,5727,5727,6,0,0,0,6,10.4774
"76336",3170,51580,51580,24,0,0,0,24,4.65295
"76338",1137,19890,16355,14,0,1,0,15,9.17143
"76339",1794,20202,15754,19,0,0,0,19,12.0604
"76340",3605,57093,47290,28,0,0,0,28,5.92094
"76341",40112,239922,193931,66,140,45,1,252,12.9943
"76342",4321,65085,55103,35,0,0,0,35,6.35176
"76343",1600,15877,15877,10,0,0,0,10,6.29846
"76344",2059,34319,32155,18,0,0,0,18,5.59789
"76345",1758,23037,23037,10,0,1,0,11,4.77496
"76346",2393,43578,37575,16,5,0,0,21,5.5888
"76347",3018,50525,50525,19,0,0,0,19,3.76052
"76348",4249,48693,48693,36,0,1,0,37,7.59864
"76349",9077,109750,94913,51,8,6,0,65,6.84837
"76350",2514,24142,22522,18,0,0,0,18,7.99229
"76351",573108,3494853,2078682,952,5315,808,45,7120,34.2525
"76352",2262,26443,25388,17,0,1,0,18,7.08997
"76354",5486,56378,54741,39,0,0,0,39,7.12441
"76355",3351,94215,45484,27,2,1,0,30,6.59577
"76356",812,8114,8114,7,0,0,0,7,8.62739
"76357",1727,31781,23072,6,3,0,0,9,3.90081
"76358",1431,22832,22832,10,0,1,0,11,4.8178
"76359",1289,21821,21821,10,2,1,0,13,5.95766
"76360",4207,109426,69893,30,0,0,0,30,4.29228
"76361",4462,75750,50913,27,1,2,0,30,5.8924
"76362",2830,54448,54448,24,0,0,0,24,4.40786
"76363",3107,43357,43357,27,0,1,0,28,6.45806
"76364",3205,85524,48466,29,0,0,0,29,5.98363
"76365",1146,7024,7024,13,0,0,0,13,18.5068
"76366",16426,68887,67215,15,81,8,1,105,15.6216
"76367",19837,151874,150717,145,4,1,0,150,9.95244
"76368",3147,42979,37539,19,4,0,0,23,6.12695
"76369",3420,90826,66340,21,0,3,0,24,3.61774
"76370",3706,41070,41070,28,0,1,0,29,7.06117
"76371",468,5199,5199,4,0,0,0,4,7.69405
"76372",3952,44040,41748,26,0,2,0,28,6.70696
"76373",1667,23790,23790,10,1,1,0,12,5.04416
"76374",1256,13795,13795,14,0,0,0,14,10.1488
"76375",1895,34239,24158,12,0,0,0,12,4.96738
"76377",46551,307609,295857,181,13,61,2,257,8.68663
"76378",8730,142426,109192,52,4,5,0,61,5.58648
"76379",996,10567,10567,7,0,0,0,7,6.62418
"76380",1828,33848,24280,13,0,0,0,13,5.35429
"76381",755,19727,19727,5,0,0,0,5,2.53465
"76382",7386,81861,65970,48,0,3,0,51,7.73078
"76383",877,12836,12836,9,0,0,0,9,7.01174
"76384",55316,247273,239647,39,113,36,3,191,7.97004
"76385",6563,85038,69062,57,0,1,0,58,8.39823
"76386",1741,33992,29185,12,0,0,0,12,4.11174
"76387",2264,25030,25031,21,0,1,0,22,8.78927
"76388",5809,74358,58416,19,0,1,0,20,3.42375
"76389",429,5926,5926,4,0,0,0,4,6.75008
"76390",6186,124800,68994,39,2,4,0,45,6.52231
"76391",22404,235307,178502,146,4,5,1,156,8.7394
"76392",11445,95379,95379,88,13,3,0,104,10.9039
"76394",5284,36438,36438,23,0,3,0,26,7.13542
"76395",3674,74596,57481,38,0,0,0,38,6.61094
"76396",1170,29401,24083,7,15,0,0,22,9.13504
"76397",7065,47938,47938,65,0,2,0,67,13.9764
"76398",1833,34269,27775,15,0,0,0,15,5.4005
"76399",680,12995,12995,5,0,0,0,5,3.8476
"76400",11658,100990,100990,57,3,11,0,71,7.03041
"76401",14823,235575,189219,120,1,4,0,125,6.60612
"76402",24052,178632,162724,157,61,2,0,220,13.5198
"76403",1114,10008,10008,4,4,0,0,8,7.99375
"76404",9355,118077,92961,61,0,2,0,63,6.77702
"76405",1844,94213,24962,14,0,0,0,14,5.60849
"76406",6490,75655,73883,39,64,0,0,103,13.941
"76407",1954,23023,23023,12,0,1,0,13,5.64644
"76408",5212,75146,74702,51,0,2,0,53,7.09484
"76409",5900,143544,50956,44,0,1,0,45,8.83122
"76410",17650,60210,54542,28,98,18,0,144,26.4019
